GeneID,GSM4462432,GSM4462433,GSM4462434,GSM4462435,GSM4462436,GSM4462437,GSM4462438,GSM4462439,GSM4462440
100134880,268.95,356.25,347.1,1223.38,1493.06,1301.62,954.13,1026.14,980.83
100134881,44.84,60.88,47.74,43.72,31.16,43.45,11.28,4.18,11.77
100134882,43.69,34.98,36.54,23.37,18.8,19.84,41.27,38.73,39.12
100134883,638.51,638.7,596.41,394.4,417.78,409.91,19.64,19.04,21.44
100134884,2.27,3.49,2.69,2.21,2,2.07,3.78,3.97,3.51
100134885,47.12,30.6,43.48,26.89,23.3,26.13,41.77,43,41.67
100134886,164.46,266.77,201.97,69.2,78.68,71.65,242.18,187.9,226.03
100134887,34.47,30.09,32.54,28.79,25.59,27.22,32.48,29.53,29.9
100134888,8.36,27.32,8.68,93.14,83.39,89.19,14.69,8.62,14.48
100134889,0,0.31,0.27,8.16,10.61,8.04,14.46,9.75,14.64
100134890,0.1,0,0.05,18.18,18.36,21.01,7.66,8.67,15.24
100134891,30.8,19.04,26.61,5.25,3.57,5.6,16.48,12.76,12.28
100134892,6.05,6.18,6.52,3.82,4.61,4.83,7.84,8.35,9.79
100134893,122.83,133.46,131.59,114.48,127.05,125.71,109.7,115.06,120.41
100134894,42.58,30.44,35.08,68.67,98.04,83.31,24.15,8.74,20.44
100134896,107.58,246.46,173.23,13.93,10.1,11.62,48.89,52.87,48.78
100134897,58.66,35.87,42.25,111.09,102.04,102.49,24.51,25.56,23.27
100134900,4.01,6.99,4.65,5.86,7.66,8.04,21.71,12.38,15.94
100134901,25.26,27.49,23.36,16.62,15.03,14.78,21.5,23.73,23.06
100134902,47.56,48.46,48.28,47.46,49.35,51.6,213.24,226.32,247.65
100134903,20.57,18.87,19.13,28.42,18.69,18.47,21.38,20.2,22.99
100134904,4.06,3.72,3.85,6.58,4.93,4.79,16.95,11.01,8.59
100134905,4.76,7.54,6.26,20.15,24.4,18.81,47.23,32.87,40.17
100134906,0,0.05,0,0,0,0,0.42,0.16,0.21
100134907,0.33,0.14,0,0.14,0.43,0.19,0,0,0
100134908,21.67,28.14,20.21,23.91,21.85,33.67,15.5,14.1,13.41
100134910,19.4,21.93,16.98,26.47,22.35,24.27,9.3,6.66,5.88
100134911,37.26,152.86,39.97,584.96,673.53,698.9,25.44,34.62,29.1
100134913,11.22,7.06,11.3,0.99,1.51,2.01,5.68,3.71,3.44
100134914,3.71,2.55,3.45,0.7,0.75,1.11,8.31,6.79,7.78
100134915,0.71,3.69,1.62,4.89,4.96,4.92,1.76,1.27,0.83
100135703,14.85,11.97,12.19,35.68,36.63,38.14,263.18,317.8,346.87
100135704,15.72,12.47,13.95,8.31,7.9,8.27,26.72,23.95,22.79
100136876,12.6,12.63,10.83,3.88,3.59,3.92,5.29,5.86,6.37
100136877,24.48,18.22,20.83,6.64,5.48,6.49,28.77,26.65,23.72
100136886,6.56,5.26,6.85,101.5,111.49,98.14,103.42,139.48,116.08
100136887,3.77,7.26,4.01,14.5,14.17,22.15,7.97,7.39,11.72
100147714,33.81,25.03,31.65,21.09,16.14,19.12,27.32,28.18,26.31
100147715,4.56,7.15,5.95,24.02,24.7,27.31,8.34,8.17,6.85
100147716,1.61,1.31,1.25,0,0,0.02,0.26,0.06,0.11
100147717,88.46,743.52,260.11,14.04,64.34,91.62,49.85,20.92,15.82
100147719,212.94,237.38,225.49,125.79,116.42,122.83,21.17,16.58,10.91
100147720,117.72,65.07,108.27,127.51,139.75,136.89,344.03,330.25,399.89
100147721,0,0.53,0.45,1.25,0.8,0.6,0.2,0.2,0.19
100147722,267.29,145.12,234.59,286.37,283.21,283.99,305.53,232.23,333.45
100147723,2.35,4,2.34,4.87,4.27,6.13,0.53,1.11,0.26
100147724,34.88,53.56,38.95,32.15,32.7,41.14,60.92,56.84,46.78
100147725,14.85,27.78,21.98,12.4,14.52,14.82,13.81,10.53,8.2
100147726,44.07,34.58,38.17,44.85,47.92,52.14,51.04,47.86,43.49
100147727,0,0,0,25.81,41.95,23.51,321.02,652.39,572
100147728,57.49,26.43,51.28,47.37,35.6,42.09,53.24,58.04,45.89
100191110,555.9,584.88,541.25,331.65,266.76,360.65,129.45,106.4,76.06
100191111,116.57,57.94,90.61,10.71,20.15,19.16,142.55,113.89,178.03
100191112,0,0.04,0,0.04,0.04,0.13,0,0.12,0
100191113,34.67,35.66,33.96,29.05,26.35,30.57,45.38,40.25,35.56
100191114,250.11,187.21,186.25,292.49,302.43,315.22,143.27,164.55,129.15
100191115,0.39,0.23,0.15,0,0,0.23,0.08,0,0
100191116,43.67,37.38,49.4,32.98,31.75,35.77,56.95,45.26,48.36
100191117,16.13,17.51,13.96,6.67,5.77,8.17,6.93,4.07,5.74
100191118,12.15,21.02,15.14,5.39,5.15,5.67,12.73,10.74,10.07
100191119,7.19,3.94,6.01,2.45,2.71,2.65,9.09,8,8.08
100191121,5.58,2.52,4.57,1.16,1.14,1.35,27.99,24.52,21.23
100191123,2.05,1.98,1.54,15.62,17.03,15.81,5.52,4.79,4.67
100191124,0.56,1.39,0.87,3.46,2.71,2.65,3.49,4.24,5.13
100191125,33.14,29.16,33.82,26.13,19.4,25,45.36,37.15,35.47
100191126,60.36,61.91,58.01,63.05,61.43,69.71,72.32,65.08,74.94
100191127,169.24,201.87,186.43,190.26,147.96,185.23,68.63,48.96,34.73
100191128,65.65,158.53,81.57,421.69,373.7,380.12,191.78,173.17,195.16
100191129,0,0,0,0.04,0,0,0,0,0.07
100191131,20.01,11.56,21.6,7.26,4.38,8.28,10.21,8.69,6.87
100191133,1.44,1.85,2.21,1.24,2.34,0,8.37,6.19,6.9
100191134,3.05,1.44,1.23,5.29,4.07,5.34,4.61,5.58,4.13
100191135,19.38,19.05,22.45,12.2,11.36,12.34,18.14,14.22,14.45
100191136,14.81,15,12.6,8.5,8.47,8.97,15.9,16.68,18.03
100191137,3.58,9.86,4.41,235.88,221.55,196,61.18,59.22,41.34
100191138,1.45,1.87,1.76,5.9,5.96,5.7,15.15,17.66,16.92
100240705,0,0,0,0,0,0,0,0.06,0
100271699,0,0.15,0.1,0,0,0,0,0,0
100271890,8.26,12.07,11.03,32.84,37.75,35.32,33.52,24.72,31.88
100301908,760.48,929.16,782.16,713.98,773.72,771.76,255.89,311.25,312
100301918,63.03,138.4,73.88,187.58,158.95,187.15,15.07,19.62,15.96
100301919,0.97,1.64,1.08,6.97,6.82,5.6,1.1,1.59,1.05
100301920,11.43,10.85,11.58,32.21,31.03,33.73,11.15,9.7,7.14
100301921,145.01,66.75,110.62,34.1,32.43,32.37,159.14,138.84,148.58
100301922,0.87,2.88,1.43,138.42,104.65,81.59,42.04,30.7,53.45
100301923,6.2,7.26,6.65,1.18,1.12,1.4,2.25,1.01,1.11
100301924,8.98,9.08,9.22,0.98,0.59,1.04,23.8,20.44,13.77
100301925,0.07,0.03,0,0.03,0,0,0,0,0
100301926,140.05,174.51,136.71,1034.21,962.03,908.81,523.98,756.73,636.25
100301927,77.34,302.64,94.25,518.5,540.87,498.55,12.77,15.73,14.84
100301928,1155.89,1069.08,1089.93,254.09,221.54,271.5,10.26,10.85,11
100301929,59.56,59.82,60.12,54.9,48.27,50.99,64.27,48.31,38.6
100301930,30.12,33.62,32.28,19.38,19,16.3,28.1,23.91,25.13
100301931,99.09,96.21,97.23,82.09,74.03,83.97,140.2,177.35,138.84
100301932,52.06,51.93,53.65,103.16,107.87,97.63,166.46,139.1,143.68
100301933,0.35,1.02,1.1,0.35,0.18,0.23,0.23,0,0.06
100301934,0.23,0.27,0.32,0.09,0.42,0.51,0.36,0.45,0.45
100301935,38.85,27.9,36.41,50.69,53.21,49.37,188.11,244.47,252.53
100301936,127.1,74.62,121.74,47.2,48.66,59.75,112.09,68.17,41.48
100301938,30.46,28.01,33.75,15.45,14.26,16.86,30.79,25.59,31.39
100301939,29.75,24.81,27.95,28.77,27.81,26.61,34.64,30.06,36.98
100301940,13.65,14.75,14.03,7.45,5.68,7.82,14.74,12.1,14.81
100301941,1.1,1.73,1.01,16.82,7.97,11.57,6.04,7.8,5.06
100301942,1.26,2.39,0.95,0,0,0.14,2.72,2.3,0.14
100301943,54.9,58.79,62.79,77.91,74.86,75.67,73.09,63.18,76.8
100301944,559.47,545.41,541.48,46.89,59.78,83.46,57.8,69.87,58.02
100301945,11.8,13.62,13.55,3.74,2.54,3.41,4.33,3.43,3.13
100301981,24.05,13.92,23.53,6.68,7.12,7.97,10.63,9.41,8.33
100303774,148.1,186.77,172.35,108.79,113.65,120.03,172.57,155.02,139.91
100313501,0,0,0,0.03,0,0,0,0.02,0
100313952,28.87,26.51,29.09,35.22,34.63,32.07,51.12,53.43,55.39
100316872,23.39,20.78,29.51,34.73,30.72,31.18,16.17,11.35,14.17
100316873,423.93,446.23,414.96,144.67,112.73,146.37,86.87,68.76,48.44
100316874,338.29,343.2,331.48,197.1,152.7,183.3,94.75,102.73,86.16
100316875,84.48,9.56,45.38,6.36,6.19,5.67,44.56,66.21,86.9
100316877,4.19,5.6,4.83,10.46,12.5,13.46,0.21,0.31,0.36
100316879,73.42,135.03,86.31,144.45,128.06,129.35,32.84,30.35,30.75
100316880,198.37,167.64,221.75,66.76,44.87,65,15.27,16.65,14.37
100316881,13.72,13.25,10.91,15.29,15.16,18.46,24.61,21.35,22.04
100316882,37.87,32.01,37.96,27.12,21.51,28.67,13.3,12.12,9.98
100316883,0.02,0.05,0.22,0.22,0.05,0.15,0.05,0.05,0.05
100316884,0.07,0.34,0.14,0,0.14,0,0,0,0
100316887,6.44,6.16,7.1,23.63,26.52,23.25,14.94,6.93,9.44
100316888,11.74,11.36,13.26,22.98,29.75,30.02,23.65,19.2,23.2
100316889,41.11,36.66,41.76,23.11,17.14,19.76,21.12,19.13,20.87
100316890,34.31,35.2,34.14,26.16,25.33,26.94,64.14,53.44,76.67
100316891,2.26,3.38,3.05,620.88,682.29,635.95,82.75,57.69,74.63
100316892,66.56,34.92,61.45,7.87,5.75,8.54,23.73,18.94,14.68
100316893,37.18,22.28,26.38,37.4,48.94,37.88,31.43,84.03,76.08
100316894,58.41,49.6,52.27,260.96,276.14,274.96,258.05,281.04,239.3
100316895,13.98,24.1,15.15,692.39,713.4,765.39,345.93,434,440.25
100316896,41.95,41.74,38.63,24,24.39,26.08,43.59,44.81,42.05
100316897,19.82,25.03,21.1,8.7,9.93,11.18,11.3,10.14,10.71
100316898,3.39,3.4,3.69,0.48,0.71,1.42,3.14,2.35,3.53
100316899,17.22,26.21,20.37,99.39,96.5,85.6,30.77,27.14,36.23
100316900,26.74,23.19,27.28,11.06,10.62,12.19,7.91,7.26,7.04
100316901,327.55,267.02,321.99,241.73,214.45,240.56,284.98,280.95,251.94
100316902,100.64,132.98,111.22,50.22,44.7,59.22,11.63,15.6,7.9
100322875,24.24,29.15,24.57,17.66,15.8,21.37,17.66,19.39,16.06
100322877,18.12,21.18,19.79,5.82,5.07,7.57,9.98,8.73,8
100462655,0.22,0.14,0.38,0.32,0.2,0.4,0.1,0.12,0.08
100462656,15.85,12.75,16.72,13.71,10.07,12.58,14.19,12.18,13.11
100498663,94.25,46.87,88.39,18.82,15.89,17.39,26.46,24.84,14.6
100500729,10.68,10.12,11.42,5.72,5.7,7.32,45.14,37.06,41.45
100505457,6.06,7.12,6.09,5.57,8.51,6.45,5.42,4.71,6.35
100505458,74.99,63.29,72.63,31,27.86,33.03,60.27,60.59,59.62
100527965,4.13,5.14,3.65,0.44,0.45,0.57,1.65,1.78,0.06
100527966,0,0,0,0.34,0.15,0.18,0,0.03,0.03
100527967,15.34,15.26,16.57,3.4,1.98,3.33,0.53,0.25,0.12
100527968,322.21,177.79,268.4,9.83,8.58,12.94,43.28,45.35,34.32
100527969,0,0.22,0.11,0,0,0.06,0,0.06,0
100527970,0.15,0.57,0.29,1.93,2.12,1.64,0.07,0.04,0.07
100527971,0.94,1.81,1.52,0.07,0.17,0.27,0.1,0.07,0
100527972,0,0.12,0.04,0.69,0.58,0.34,0.4,0.33,0.16
100527974,3,3.13,4.48,0.07,0.1,0.3,0.9,0.23,0.32
100527976,0,0,0,0,0,0,0.06,0,0
100527977,1.74,1.69,1.82,5.63,7.01,6.91,8.49,6.11,8.47
100529100,12.97,8.56,12.05,3.21,3.49,4.15,11.28,8.46,7.43
100529102,1.93,1.13,2,5.89,15.66,12.51,20.81,7.4,14.57
100529103,9.54,8.93,11.18,7.65,9.21,9.19,16.79,11.66,13.6
100529104,23.17,19.95,22.57,20.21,20.66,21.49,25.74,21.28,21.15
100529106,2.09,3.07,3.36,96.29,87,85.99,49.22,88.35,95.97
100529127,0.28,0.77,0.5,1.04,0.84,0.89,0.8,0.85,0.9
100529133,0,0.04,0,0.36,0.32,0.16,0,0,0
100529134,29.58,20.27,30.19,16.94,13.03,14.36,42.76,38.64,36.62
100529135,16.91,23.45,16.81,65.13,63.07,63.14,36.9,32.35,42.11
100529136,0,0,0,0,0,0,0.03,0.03,0.02
100529137,6.62,5.74,7.87,1.37,1.43,1.46,7.36,5.96,5.74
100529138,0.23,0.37,0.11,2.13,2.41,1.92,0.33,0.33,0.36
100529139,4.91,16.37,8.63,79.5,108.57,93.32,13.21,9.12,6.11
100529140,125.3,79.12,84.85,14.24,10.14,13.18,158.95,170.13,142.21
100534642,15.22,13.6,15.27,39.23,40.81,37.45,11.56,9.68,10.74
100620057,8.82,11.31,11.65,2.64,3.5,4.39,3.02,1.75,1.5
100736245,26.3,17.1,21.06,135.14,137.18,130.41,91.24,90.68,100.61
100736246,1.7,2.27,1.9,0.71,0.56,1.18,1.13,0.81,0.37
100736247,83.82,58.41,85.04,2.07,2.5,3.86,17.86,14.34,11.47
100736432,675.77,853.41,817.43,1829.86,1984.89,1972.61,1746.45,1715.07,1662.96
100736433,30.76,48.25,29.48,2484.08,2409.57,2329.9,62.42,104.01,57.24
100736435,0.24,61.8,0.24,0.16,0.56,0.09,0.16,0.16,0.28
100736436,0,0,0,0.13,0.47,0.13,0,0.1,0.19
100736437,61.11,76.1,71.65,23.25,32.43,37.93,99.31,81.29,76.85
100736438,42.43,41.69,40.02,20.49,21.59,19.85,33.39,31.03,23.67
100736439,73.69,114.53,83.97,124.22,117.73,133.62,46.97,44.46,51.21
100736441,234.23,109.37,239.94,279.88,453.34,325.28,2196.02,1820.63,2791.43
100736444,857.69,1019.75,882.51,298.16,283.07,359.31,66.41,40.26,44.41
100736445,1.02,1.04,0.8,0.86,0.55,0.84,1.13,0.54,0.28
100736446,94.35,106.89,99.7,75.06,75.19,82.48,102.55,78.03,75.7
100736448,0.61,1.32,1.06,0.62,0.83,0.72,2.37,0.88,1.29
100736450,38.92,45.74,39.07,24.53,22.11,23.47,26.55,22.05,22.18
100736451,90.15,132.85,91.27,2469.5,2178.87,2532.07,495.34,629.06,510.47
100736452,27.44,25.17,25.41,16.39,15.93,16.38,16.94,16.6,19.72
100736453,1.61,1.11,1.42,1.05,1.68,1.09,1.45,1.12,1.79
100736454,5,5.19,5.03,14.35,10.62,10.91,9.65,5.28,9.66
100736455,0.87,3.07,1.34,0.34,1.54,0.53,2.06,8.11,9.88
100736456,22.09,17.37,21.74,7.58,8.59,7.89,15.74,14.82,18.42
100736457,71.76,73.11,69.98,6.06,5.83,7.3,17.51,9.87,6.82
100736458,13.52,4.55,11.87,1.42,2.25,2.64,44.4,39.02,41.72
100736459,20.17,17.84,18.21,20.88,16.64,18.11,36.55,36.72,33.82
100736460,9.73,8.37,11.56,2.87,2.41,4.12,4.18,2.78,4.69
100736461,0.39,0.45,0.27,0.19,0.04,0.12,0.15,0.19,0.04
100736462,4.18,4.36,4.82,3.29,2.72,3.42,0.66,0.64,0.45
100736463,59.12,47.11,65.3,8.52,6.57,10.39,17.09,13.74,16.91
100736464,27.53,25.7,27.78,52.72,64.19,60.22,69.97,70.75,78.31
100736465,6.2,5.44,5.91,9.47,7.86,7.77,8.77,9.49,8.07
100736466,0,0.03,0.03,0.1,0,0.1,0.2,0.1,0.33
100736467,20.38,17.92,18.67,28.28,29.61,27.68,30.73,23.07,27.38
100736468,176.66,116.98,154.95,116.98,115.01,108.04,137.41,134.63,126.12
100736469,49.53,32.21,45.41,91.35,112.02,90.05,249.29,307.07,313.91
100736470,33.69,22.72,44.47,19.26,17.68,15.86,53.84,53.79,57.88
100736471,17.61,15.93,18.14,6.57,6.44,7.19,13.69,12.17,12.62
100736472,15.42,10.85,14.86,107.59,122.92,108.86,12.89,14.84,16.25
100736473,245.42,189.93,304.06,112.15,91.86,132.66,24.58,46.06,31.17
100736474,28.97,30.49,30.2,19.74,18.98,21.54,17.91,18.43,15.88
100736475,42.64,36.52,47.02,80.8,81.96,76.11,26.8,25.69,20.41
100736476,0,0.03,0.06,0,0.28,0.03,0.31,0.12,0.36
100736477,4.81,8.09,7.15,2.92,2.73,3.93,2.72,1.62,0.43
100736478,22.04,33.73,26.04,5.56,8.27,8.91,34.8,40.43,48.24
100736479,4.7,5.84,5.76,3.47,3.45,4.47,3.79,3.99,2.3
100736480,0.88,1.58,2.75,1.64,0.5,1.39,0.99,0.12,0.49
100736482,0.83,3.81,1.43,23.71,27.06,26.04,1.38,1.76,2.01
100736483,9.46,11.07,11.26,6.35,4.52,5.49,13,9.58,10.29
100736484,0.78,1.15,0.92,1.67,0.84,1.55,0.46,0.09,0.09
100736485,0.03,0,0.16,0,0.03,0,0.09,0.09,0.12
100736486,0.55,1.01,0.84,8.37,7.99,7.75,4.44,2.96,2.8
100736487,2.81,1.04,3.5,0.42,0.36,0.49,0.79,0.48,0.09
100736493,29.38,45.54,37.99,72.8,64.73,54.38,13.35,11.37,7.98
100736498,66.2,71.05,67.02,452.92,507.5,487.14,566.91,504.19,869.15
100736499,40.01,42.65,44.83,67.51,68.34,66.16,99.41,91.9,103.85
100736500,4.67,10.39,5.06,2.77,3.85,4.4,5.12,5.06,2.43
100736502,0,0,0.01,0.08,0.06,0.04,0.04,0.04,0.04
100736503,9.58,9.13,9.45,22.83,19.06,26.09,93.82,93.05,92.08
100736504,0,0,0,0,0,0,0,0,0
100736505,1.6,1.52,2.01,1.32,2.95,2.17,35.61,51.76,56.03
100736506,22.64,16.66,17.58,38.54,32.22,30.72,46.52,47.83,44.04
100736507,44.84,41.2,43.71,214.16,199.19,182.19,151.92,172.71,171.4
100736509,122.57,129.9,119.94,292.77,195.97,223.23,63.97,63.27,54.56
100736510,10.28,9.07,14.46,8.23,14.48,11.96,31.7,43.88,39.74
100736511,0.7,0.33,0.64,0.36,0.34,0.31,6.28,7.5,4.63
100736512,16.04,16.33,15.41,3.98,4.15,5.42,19.88,14.87,15.96
100736513,2.31,1.12,2.36,28.04,42.03,40.16,182.4,256.75,294.81
100736514,18.91,38.74,21.29,105.23,80.81,88.47,39.77,41.51,51.81
100736515,2.47,3.69,3.38,0.33,0.29,0.1,1.32,0.38,0.42
100736516,11.33,13.19,14.16,362.9,523,357.67,67.81,96.36,73.85
100736518,3.43,5.42,5.87,0.05,0,0.25,0.4,0.75,0.83
100736519,130.16,62.87,155.66,11.05,10.16,15.09,41.14,26.5,25.25
100736520,82.54,59.68,70.78,14.88,14.48,16.49,30.29,27.33,25.18
100736521,11.2,10.29,12.02,0.27,0.63,0.98,1.92,1.42,0.45
100736522,6.28,4.39,4.77,1.46,0.73,1.65,9.41,8.1,7.87
100736523,8.81,14.01,11.69,1.19,0.42,0.57,0.51,0.46,0.15
100736524,22.81,23.75,22.1,9.12,12.13,12.31,64.3,66.91,74.53
100736525,37.17,14.17,31.48,539.15,495.46,611.25,1489.1,1841.92,1487.96
100736526,4.01,10.41,4.86,155.55,212.07,154.99,42.1,28.6,38.37
100736527,381.62,477.65,387.68,17.19,21.29,32.02,28.85,15.92,7.64
100736528,2.88,8.36,4.35,3.7,4.16,4.46,2.91,2.41,4.21
100736530,7.48,11.64,8.36,4.6,4.38,4.81,14.31,12.56,8.52
100736531,22.49,23.44,24.71,39.42,34.95,38.44,33.79,28.31,33.17
100736533,78.76,89.26,86.4,76.85,62.74,75.09,48.68,41.68,35.71
100736534,6.91,7.69,6.82,21.53,17.66,16.65,12.19,10.78,9.1
100736535,2.35,9.12,3.45,4.48,3.92,4.56,1.02,1.01,0.93
100736536,1.38,2.15,2.91,8.73,9.78,8.77,5.72,3.2,3.26
100736537,71.17,57.78,69.31,208.18,188.25,206.79,27.9,37.41,27.03
100736538,90.13,81.93,90.9,80.71,67.91,70.91,44.2,42.02,44.93
100736539,34.85,125.44,52.82,69.85,39.97,56.89,27.67,21.85,27.18
100736540,76.31,61.77,79.84,8.26,8.39,9.02,22.33,18.57,11.16
100736541,0.16,0.55,0.28,0.04,0.36,0.28,0,0,0
100736543,1.46,1.38,1.9,1.53,1.2,1.67,1.14,0.77,2.03
100736544,0.1,0.79,0.33,0.27,0,0.27,0.07,0.13,0.26
100736546,13.02,17.07,12.7,5.92,7.45,6.92,14.48,14.6,16.19
100736547,2.78,2.56,4.92,4.44,3.02,4.72,3.04,2.55,2.09
100736548,24.84,32.25,29.6,45.29,53.74,46.19,23.53,24.32,26.2
100736549,18.62,15.62,21.15,0.72,0.55,1.32,7.12,6.93,3.2
100750249,149.31,141.15,150.12,96.52,85.11,98.39,147.71,139.99,143.87
100750250,8.83,30.65,12.32,217.64,462.54,328.18,134.61,215.76,157.78
100750252,0.18,0.51,0.26,961.22,1186.3,1059.34,890.18,1404.34,1332.9
100750253,6.06,6.26,5.91,3.16,3.72,2.76,5.78,5.72,5.51
100750254,15.6,8.57,16.55,10.44,17.48,18.27,15.53,10.44,15.26
100750255,5.41,12.31,6.2,22.18,26.52,23.32,12.58,9.56,12.93
100750256,0.63,0.65,1.08,0.19,0.55,0.43,0.99,0.38,0.68
100820700,0.04,0,0,0,0.07,0.14,0.14,0.03,0.07
100820702,0.14,0,0,0.04,0.53,0.25,0.66,0.24,0
100820703,0.11,0,0.14,0,0.04,0,0,0,0
100820704,14.94,16.42,15.44,29.19,39.68,35.47,34.56,30.02,39.18
100820705,112.02,120.44,106.84,162.85,189.69,175.39,98.15,104.51,98.81
100820706,12.57,12.77,14.6,3.83,3.37,4.29,36.65,45.92,47.56
100820707,70.63,63.48,58.39,40.45,36.43,33.55,44.09,38.77,36.72
100820708,27.11,26.76,22.31,18.26,23.72,24.74,10.08,9.95,9.61
100874535,1.2,3.13,1.65,0.65,0.8,1.23,0.57,0.57,0.52
100874536,0.15,0.18,0.25,0,0,0,0,0.07,0.04
100874537,6.4,13.62,6.14,4.15,4.51,7.42,1.23,0.94,0.75
100874538,0.11,0.31,0.1,0.53,0.21,0.11,0.73,0.31,0.73
100874539,25.14,22.14,19.69,5.19,5.2,8.56,8.22,8.01,5.22
100874540,196.73,124.57,164.21,51.71,31.01,40.39,12.08,16.06,10.92
100874541,0.26,0.12,0.19,0.25,0.77,0.26,1.07,0.76,0.87
100874542,0.33,0.19,0.06,0.39,0.13,0,0.13,0.13,0.13
100874543,0.86,1.9,1.35,1.17,0.78,0.91,0.19,0.06,0
100874544,4.61,4.39,5.77,1.87,1.47,1.34,3.91,3.99,4.4
101055499,4.76,4.95,5.72,0.98,0.71,1.56,4.09,3.09,2.32
101055500,215.83,326.9,236.98,203.09,186.15,232.57,102.55,117.59,100.95
101055501,7.45,12.02,7.41,149.32,115.24,129.03,36.05,19.6,28.58
101055502,7.19,5.58,6.96,33.48,37.91,37.63,18.43,20.72,19.31
101055503,44.49,40.31,48.05,51.01,57.5,71.56,43.31,44.83,39.38
101055507,1.62,1.77,1.15,0.17,0.5,0.61,3.8,1.69,0.48
101055509,11.87,11.01,13.64,25.07,19.95,18.38,23.04,19.48,25.78
101055510,40.18,31.61,39.54,18.19,16.15,18.67,31.84,28.28,31.74
101055511,15.94,14.24,15.88,9.75,7.99,8.53,21.93,18.74,16.57
101055512,7.86,6.21,8.27,2.92,2.71,3.41,26.3,18.07,19.27
101055513,0,0.37,0.13,0.31,0.38,0.46,0.38,0.19,0.06
